NOM_ENT,Grupo quinquenal de edad,AÑO,Total,Hombres,Mujeres
San Luis Potosí,35 a 39 años,2010,180250,84440,95810
San Luis Potosí,35 a 39 años,2020,191969,90728,101241
San Luis Potosí,30 a 34 años,1990,119334,56953,62381
San Luis Potosí,30 a 34 años,1995,143446,68229,75217
San Luis Potosí,30 a 34 años,2000,173542,80316,93226
San Luis Potosí,30 a 34 años,2005,173849,79474,94375
San Luis Potosí,30 a 34 años,2010,189105,88319,100786
San Luis Potosí,30 a 34 años,2020,204288,96754,107534
San Luis Potosí,25 a 29 años,1990,142709,67273,75436
San Luis Potosí,25 a 29 años,1995,164964,77995,86969
San Luis Potosí,25 a 29 años,2000,198991,92557,106434
San Luis Potosí,25 a 29 años,2005,198562,91177,107385
San Luis Potosí,25 a 29 años,2010,219720,105606,114114
San Luis Potosí,25 a 29 años,2020,220964,106032,114932
San Luis Potosí,20 a 24 años,1990,176897,83499,93398
San Luis Potosí,20 a 24 años,1995,206873,99110,107763
San Luis Potosí,20 a 24 años,2000,241303,117718,123585
San Luis Potosí,20 a 24 años,2005,247158,121587,125571
San Luis Potosí,20 a 24 años,2010,269673,135204,134469
San Luis Potosí,20 a 24 años,2020,232129,113430,118699
San Luis Potosí,15 a 19 años,1990,231951,115288,116663
San Luis Potosí,15 a 19 años,1995,246271,122685,123586
San Luis Potosí,15 a 19 años,2000,277667,140526,137141
San Luis Potosí,15 a 19 años,2005,285397,144282,141115
San Luis Potosí,15 a 19 años,2010,270154,136835,133319
San Luis Potosí,15 a 19 años,2020,253797,127984,125813
San Luis Potosí,100 años y más,1990,529,174,355
San Luis Potosí,100 años y más,1995,403,131,272
San Luis Potosí,100 años y más,2000,1982,855,1127
San Luis Potosí,100 años y más,2005,1978,831,1147
San Luis Potosí,100 años y más,2010,1824,787,1037
San Luis Potosí,100 años y más,2020,460,181,279
San Luis Potosí,10 a 14 años,1990,271005,136540,134465
San Luis Potosí,10 a 14 años,1995,277578,140700,136878
San Luis Potosí,10 a 14 años,2000,290504,147015,143489
San Luis Potosí,10 a 14 años,2005,266312,135091,131221
San Luis Potosí,10 a 14 años,2010,268914,136027,132887
San Luis Potosí,10 a 14 años,2020,252780,128254,124526
San Luis Potosí,0 a 4 años,1990,270709,137343,133366
San Luis Potosí,0 a 4 años,1995,279967,141909,138058
San Luis Potosí,0 a 4 años,2000,2299360,1120837,1178523
San Luis Potosí,0 a 4 años,2005,2410414,1167308,1243106
San Luis Potosí,0 a 4 años,2010,2585518,1260366,1325152
San Luis Potosí,0 a 4 años,2020,230931,116331,114600
Sinaloa,No especificado,1990,12292,6073,6219
Sinaloa,No especificado,1995,3832,1931,1901
Sinaloa,No especificado,2000,459,190,269
Sinaloa,No especificado,2005,411,163,248
Sinaloa,No especificado,2010,418,176,242
Sinaloa,No especificado,2020,2225,1108,1117
Sinaloa,95 a 99 años,1990,868,386,482
Sinaloa,95 a 99 años,1995,1151,513,638
Sinaloa,95 a 99 años,2000,2930,1261,1669
Sinaloa,95 a 99 años,2005,3405,1468,1937
Sinaloa,95 a 99 años,2010,4102,1720,2382
Sinaloa,95 a 99 años,2020,1923,769,1154
Sinaloa,90 a 94 años,1990,2127,941,1186
Sinaloa,90 a 94 años,1995,2358,1037,1321
Sinaloa,90 a 94 años,2000,7860,3526,4334
Sinaloa,90 a 94 años,2005,9116,4071,5045
Sinaloa,90 a 94 años,2010,10809,4777,6032
Sinaloa,90 a 94 años,2020,5997,2483,3514
Sinaloa,85 a 89 años,1990,5042,2268,2774
Sinaloa,85 a 89 años,1995,6781,3057,3724
Sinaloa,85 a 89 años,2000,13422,6292,7130
Sinaloa,85 a 89 años,2005,16422,7701,8721
Sinaloa,85 a 89 años,2010,19463,9028,10435
Sinaloa,85 a 89 años,2020,15827,7041,8786
Sinaloa,80 a 84 años,1990,9823,4547,5276
Sinaloa,80 a 84 años,1995,11668,5445,6223
Sinaloa,80 a 84 años,2000,22153,10939,11214
Sinaloa,80 a 84 años,2005,26535,13077,13458
Sinaloa,80 a 84 años,2010,31659,15461,16198
Sinaloa,80 a 84 años,2020,30957,14451,16506
Sinaloa,75 a 79 años,1990,15816,7961,7855
Sinaloa,75 a 79 años,1995,18345,9100,9245
Sinaloa,75 a 79 años,2000,32080,16165,15915
Sinaloa,75 a 79 años,2005,38183,19176,19007
Sinaloa,75 a 79 años,2010,51023,25289,25734
Sinaloa,75 a 79 años,2020,49051,23904,25147
Sinaloa,70 a 74 años,1990,23040,11463,11577
Sinaloa,70 a 74 años,1995,28195,14339,13856
Sinaloa,70 a 74 años,2000,43760,21897,21863
Sinaloa,70 a 74 años,2005,53783,26831,26952
Sinaloa,70 a 74 años,2010,64032,31842,32190
Sinaloa,70 a 74 años,2020,70677,34107,36570
Sinaloa,65 a 69 años,1990,31281,15954,15327
Sinaloa,65 a 69 años,1995,37861,19148,18713
Sinaloa,65 a 69 años,2000,60539,30717,29822
Sinaloa,65 a 69 años,2005,71711,36009,35702
Sinaloa,65 a 69 años,2010,83594,41082,42512
Sinaloa,65 a 69 años,2020,95056,45164,49892
Sinaloa,60 a 64 años,1990,41621,21257,20364
Sinaloa,60 a 64 años,1995,50727,25879,24848
Sinaloa,60 a 64 años,2000,72198,36751,35447
Sinaloa,60 a 64 años,2005,84875,42299,42576
Sinaloa,60 a 64 años,2010,103936,51030,52906
Sinaloa,60 a 64 años,2020,123628,58938,64690
Sinaloa,55 a 59 años,1990,50913,26374,24539
Sinaloa,55 a 59 años,1995,62917,32389,30528
Sinaloa,55 a 59 años,2000,91022,45766,45256
Sinaloa,55 a 59 años,2005,107972,52869,55103
Sinaloa,55 a 59 años,2010,131472,63091,68381
Sinaloa,55 a 59 años,2020,143385,68641,74744
Sinaloa,50 a 54 años,1990,65843,33749,32094
Sinaloa,50 a 54 años,1995,79839,41054,38785
Sinaloa,50 a 54 años,2000,108884,53727,55157
Sinaloa,50 a 54 años,2005,130129,62475,67654
Sinaloa,50 a 54 años,2010,149915,72394,77521
Sinaloa,50 a 54 años,2020,172094,83272,88822
Sinaloa,5 a 9 años,1990,281174,142135,139039
Sinaloa,5 a 9 años,1995,283285,143939,139346
Sinaloa,5 a 9 años,2000,280226,142796,137430
Sinaloa,5 a 9 años,2005,244907,124872,120035
Sinaloa,5 a 9 años,2010,252443,128664,123779
Sinaloa,5 a 9 años,2020,250496,127811,122685
Sinaloa,45 a 49 años,1990,81853,42140,39713
Sinaloa,45 a 49 años,1995,97272,48985,48287
Sinaloa,45 a 49 años,2000,140257,68165,72092
Sinaloa,45 a 49 años,2005,154173,74352,79821
Sinaloa,45 a 49 años,2010,176453,86505,89948
Sinaloa,45 a 49 años,2020,192589,94386,98203
Sinaloa,40 a 44 años,1990,96614,48726,47888
Sinaloa,40 a 44 años,1995,120409,60004,60405
Sinaloa,40 a 44 años,2000,165228,79430,85798
Sinaloa,40 a 44 años,2005,177043,85905,91138
Sinaloa,40 a 44 años,2010,207622,102184,105438
Sinaloa,40 a 44 años,2020,204309,99977,104332
Sinaloa,35 a 39 años,1990,122698,60397,62301
Sinaloa,35 a 39 años,1995,153271,74295,78976
Sinaloa,35 a 39 años,2000,182741,88252,94489
Sinaloa,35 a 39 años,2005,197089,95801,101288
Sinaloa,35 a 39 años,2010,207002,101645,105357
Sinaloa,35 a 39 años,2020,205540,100764,104776
Sinaloa,30 a 34 años,1990,143223,68835,74388
Sinaloa,30 a 34 años,1995,169208,81771,87437
Sinaloa,30 a 34 años,2000,211879,102847,109032
Sinaloa,30 a 34 años,2005,196928,95435,101493
Sinaloa,30 a 34 años,2010,207840,102082,105758
Sinaloa,30 a 34 años,2020,215491,105280,110211
Sinaloa,25 a 29 años,1990,164727,79037,85690
Sinaloa,25 a 29 años,1995,195551,95466,100085
Sinaloa,25 a 29 años,2000,240944,118951,121993
Sinaloa,25 a 29 años,2005,220179,108293,111886
Sinaloa,25 a 29 años,2010,242907,121634,121273
Sinaloa,25 a 29 años,2020,232316,113467,118849
Sinaloa,20 a 24 años,1990,208619,101847,106772
Sinaloa,20 a 24 años,1995,254765,127511,127254
Sinaloa,20 a 24 años,2000,267418,134696,132722
Sinaloa,20 a 24 años,2005,256624,129543,127081
Sinaloa,20 a 24 años,2010,275540,139206,136334
Sinaloa,20 a 24 años,2020,256990,127976,129014
Sinaloa,15 a 19 años,1990,280493,140816,139677
Sinaloa,15 a 19 años,1995,283114,142881,140233
Sinaloa,15 a 19 años,2000,282780,144221,138559
Sinaloa,15 a 19 años,2005,275179,139909,135270
Sinaloa,15 a 19 años,2010,270555,137580,132975
Sinaloa,15 a 19 años,2020,261581,132551,129030
Sinaloa,100 años y más,1990,470,182,288
Sinaloa,100 años y más,1995,335,137,198
Sinaloa,100 años y más,2000,1379,609,770
Sinaloa,100 años y más,2005,1432,592,840
Sinaloa,100 años y más,2010,1625,665,960
Sinaloa,100 años y más,2020,403,169,234
Sinaloa,10 a 14 años,1990,297270,150517,146753
Sinaloa,10 a 14 años,1995,282968,143623,139345
Sinaloa,10 a 14 años,2000,293365,148806,144559
Sinaloa,10 a 14 años,2005,262539,133821,128718
Sinaloa,10 a 14 años,2010,264538,134710,129828
Sinaloa,10 a 14 años,2020,260172,132511,127661
Sinaloa,0 a 4 años,1990,268247,136016,132231
Sinaloa,0 a 4 años,1995,281823,143911,137912
Sinaloa,0 a 4 años,2000,2536844,1264143,1272701
Sinaloa,0 a 4 años,2005,2608442,1294617,1313825
Sinaloa,0 a 4 años,2010,2767761,1376201,1391560
Sinaloa,0 a 4 años,2020,236236,120045,116191
Sonora,No especificado,1990,14079,7054,7025
Sonora,No especificado,1995,3465,2035,1430
Sonora,No especificado,2000,291,128,163
Sonora,No especificado,2005,214,87,127
Sonora,No especificado,2010,224,87,137
Sonora,No especificado,2020,2725,1364,1361
Sonora,95 a 99 años,1990,473,186,287
Sonora,95 a 99 años,1995,701,305,396
Sonora,95 a 99 años,2000,1964,809,1155
Sonora,95 a 99 años,2005,2323,920,1403
Sonora,95 a 99 años,2010,3075,1247,1828
Sonora,95 a 99 años,2020,1421,539,882
Sonora,90 a 94 años,1990,1335,548,787
Sonora,90 a 94 años,1995,1536,685,851
Sonora,90 a 94 años,2000,5569,2411,3158
Sonora,90 a 94 años,2005,6965,3022,3943
Sonora,90 a 94 años,2010,8961,3937,5024
Sonora,90 a 94 años,2020,4727,1849,2878
Sonora,85 a 89 años,1990,3769,1685,2084
Sonora,85 a 89 años,1995,4846,2144,2702
Sonora,85 a 89 años,2000,10430,4768,5662
Sonora,85 a 89 años,2005,13538,6420,7118
Sonora,85 a 89 años,2010,17019,7746,9273
Sonora,85 a 89 años,2020,13203,5697,7506
Sonora,80 a 84 años,1990,7421,3433,3988
Sonora,80 a 84 años,1995,8887,3981,4906
Sonora,80 a 84 años,2000,19133,9546,9587
Sonora,80 a 84 años,2005,23631,11487,12144
Sonora,80 a 84 años,2010,28060,13585,14475
Sonora,80 a 84 años,2020,26144,11839,14305
Sonora,75 a 79 años,1990,12855,6303,6552
Sonora,75 a 79 años,1995,15612,7755,7857
Sonora,75 a 79 años,2000,28081,13992,14089
Sonora,75 a 79 años,2005,33784,16664,17120
Sonora,75 a 79 años,2010,43912,21279,22633
Sonora,75 a 79 años,2020,41519,19677,21842
Sonora,70 a 74 años,1990,19091,9514,9577
Sonora,70 a 74 años,1995,24339,12493,11846
Sonora,70 a 74 años,2000,38990,19465,19525
Sonora,70 a 74 años,2005,48362,23795,24567
Sonora,70 a 74 años,2010,56240,27424,28816
Sonora,70 a 74 años,2020,61882,29386,32496
Sonora,65 a 69 años,1990,27864,14377,13487
Sonora,65 a 69 años,1995,34319,17249,17070
Sonora,65 a 69 años,2000,52615,26211,26404
Sonora,65 a 69 años,2005,61504,30129,31375
Sonora,65 a 69 años,2010,74443,36506,37937
Sonora,65 a 69 años,2020,87708,42358,45350
Sonora,60 a 64 años,1990,36806,18600,18206
Sonora,60 a 64 años,1995,45734,23133,22601
Sonora,60 a 64 años,2000,61747,30932,30815
Sonora,60 a 64 años,2005,74804,37298,37506
Sonora,60 a 64 años,2010,97274,48466,48808
Sonora,60 a 64 años,2020,121603,58841,62762
Sonora,55 a 59 años,1990,45439,23373,22066
Sonora,55 a 59 años,1995,55615,28127,27488
Sonora,55 a 59 años,2000,80037,40221,39816
Sonora,55 a 59 años,2005,99848,49577,50271
Sonora,55 a 59 años,2010,128595,63397,65198
Sonora,55 a 59 años,2020,140464,68807,71657
Sonora,50 a 54 años,1990,58365,29626,28739
Sonora,50 a 54 años,1995,69920,35410,34510
Sonora,50 a 54 años,2000,99234,49469,49765
Sonora,50 a 54 años,2005,125538,61981,63557
Sonora,50 a 54 años,2010,147842,73258,74584
Sonora,50 a 54 años,2020,170705,84122,86583
Sonora,5 a 9 años,1990,216768,109677,107091
Sonora,5 a 9 años,1995,233167,118417,114750
Sonora,5 a 9 años,2000,244619,124895,119724
Sonora,5 a 9 años,2005,234936,119774,115162
Sonora,5 a 9 años,2010,250969,127915,123054
Sonora,5 a 9 años,2020,246711,125202,121509
Sonora,45 a 49 años,1990,69626,35133,34493
Sonora,45 a 49 años,1995,85758,43323,42435
Sonora,45 a 49 años,2000,131251,65236,66015
Sonora,45 a 49 años,2005,147464,72883,74581
Sonora,45 a 49 años,2010,172253,85722,86531
Sonora,45 a 49 años,2020,192181,96274,95907
Sonora,40 a 44 años,1990,82200,41561,40639
Sonora,40 a 44 años,1995,108710,54787,53923
Sonora,40 a 44 años,2000,154516,76116,78400
Sonora,40 a 44 años,2005,171077,84559,86518
Sonora,40 a 44 años,2010,202731,102169,100562
Sonora,40 a 44 años,2020,203895,101577,102318
Sonora,35 a 39 años,1990,108248,54143,54105
Sonora,35 a 39 años,1995,143298,70923,72375
Sonora,35 a 39 años,2000,172782,84967,87815
Sonora,35 a 39 años,2005,191733,95041,96692
Sonora,35 a 39 años,2010,205910,103146,102764
Sonora,35 a 39 años,2020,207000,103839,103161
Sonora,30 a 34 años,1990,133308,65544,67764
Sonora,30 a 34 años,1995,159506,78380,81126
Sonora,30 a 34 años,2000,195388,96583,98805
Sonora,30 a 34 años,2005,190619,94060,96559
Sonora,30 a 34 años,2010,207251,104540,102711
Sonora,30 a 34 años,2020,215004,107455,107549
Sonora,25 a 29 años,1990,150981,73717,77264
Sonora,25 a 29 años,1995,180457,89374,91083
Sonora,25 a 29 años,2000,210638,104754,105884
Sonora,25 a 29 años,2005,201924,100958,100966
Sonora,25 a 29 años,2010,228147,116320,111827
Sonora,25 a 29 años,2020,227896,114152,113744
Sonora,20 a 24 años,1990,181031,90097,90934
Sonora,20 a 24 años,1995,219665,110207,109458
Sonora,20 a 24 años,2000,218530,110432,108098
Sonora,20 a 24 años,2005,221592,112152,109440
Sonora,20 a 24 años,2010,251510,128406,123104
Sonora,20 a 24 años,2020,247003,125586,121417
Sonora,15 a 19 años,1990,217889,110096,107793
Sonora,15 a 19 años,1995,225130,113890,111240
Sonora,15 a 19 años,2000,228055,115733,112322
Sonora,15 a 19 años,2005,240901,122616,118285
Sonora,15 a 19 años,2010,256883,131336,125547
Sonora,15 a 19 años,2020,255716,130755,124961
Sonora,100 años y más,1990,249,93,156
Sonora,100 años y más,1995,183,63,120
Sonora,100 años y más,2000,872,377,495
Sonora,100 años y más,2005,902,350,552
Sonora,100 años y más,2010,940,364,576
Sonora,100 años y más,2020,197,83,114
Sonora,10 a 14 años,1990,222345,111941,110404
Sonora,10 a 14 años,1995,225173,114032,111141
Sonora,10 a 14 años,2000,246494,125302,121192
Sonora,10 a 14 años,2005,243250,124307,118943
Sonora,10 a 14 años,2010,259950,132598,127352
Sonora,10 a 14 años,2020,258791,132191,126600
Sonora,0 a 4 años,1990,213464,108387,105077
Sonora,0 a 4 años,1995,239515,122220,117295
Sonora,0 a 4 años,2000,2216969,1110590,1106379
Sonora,0 a 4 años,2005,2394861,1198154,1196707
Sonora,0 a 4 años,2010,2662480,1339612,1322868
Sonora,0 a 4 años,2020,218345,110604,107741
Tabasco,No especificado,1990,5407,2676,2731
Tabasco,No especificado,1995,3042,1445,1597
Tabasco,No especificado,2000,573,273,300
Tabasco,No especificado,2005,512,216,296
Tabasco,No especificado,2010,536,235,301
Tabasco,No especificado,2020,876,432,444
Tabasco,95 a 99 años,1990,847,411,436
Tabasco,95 a 99 años,1995,982,484,498
Tabasco,95 a 99 años,2000,2081,1015,1066
Tabasco,95 a 99 años,2005,2051,993,1058
Tabasco,95 a 99 años,2010,2669,1275,1394
Tabasco,95 a 99 años,2020,1677,697,980
Tabasco,90 a 94 años,1990,1601,793,808
Tabasco,90 a 94 años,1995,1715,870,845
Tabasco,90 a 94 años,2000,4324,2114,2210
Tabasco,90 a 94 años,2005,5288,2583,2705
Tabasco,90 a 94 años,2010,7134,3374,3760
Tabasco,90 a 94 años,2020,4337,1957,2380
Tabasco,85 a 89 años,1990,3210,1667,1543
Tabasco,85 a 89 años,1995,3781,1948,1833
Tabasco,85 a 89 años,2000,7156,3607,3549
Tabasco,85 a 89 años,2005,9314,4705,4609
Tabasco,85 a 89 años,2010,12257,6092,6165
Tabasco,85 a 89 años,2020,11315,5262,6053
Tabasco,80 a 84 años,1990,5634,2888,2746
Tabasco,80 a 84 años,1995,6064,3121,2943
Tabasco,80 a 84 años,2000,12879,6724,6155
Tabasco,80 a 84 años,2005,16749,8456,8293
Tabasco,80 a 84 años,2010,21048,10617,10431
Tabasco,80 a 84 años,2020,18674,8952,9722
Tabasco,75 a 79 años,1990,7825,4093,3732
Tabasco,75 a 79 años,1995,9585,4988,4597
Tabasco,75 a 79 años,2000,18952,9894,9058
Tabasco,75 a 79 años,2005,24663,12516,12147
Tabasco,75 a 79 años,2010,32532,15959,16573
Tabasco,75 a 79 años,2020,29521,14369,15152
Tabasco,70 a 74 años,1990,11589,6160,5429
Tabasco,70 a 74 años,1995,15449,8327,7122
Tabasco,70 a 74 años,2000,26854,13283,13571
Tabasco,70 a 74 años,2005,32200,15783,16417
Tabasco,70 a 74 años,2010,38728,18954,19774
Tabasco,70 a 74 años,2020,41845,20321,21524
Tabasco,65 a 69 años,1990,15455,7991,7464
Tabasco,65 a 69 años,1995,21043,10624,10419
Tabasco,65 a 69 años,2000,36344,18246,18098
Tabasco,65 a 69 años,2005,43088,21273,21815
Tabasco,65 a 69 años,2010,51726,25607,26119
Tabasco,65 a 69 años,2020,64809,31582,33227
Tabasco,60 a 64 años,1990,23288,12094,11194
Tabasco,60 a 64 años,1995,30607,15588,15019
Tabasco,60 a 64 años,2000,42339,21172,21167
Tabasco,60 a 64 años,2005,53257,26778,26479
Tabasco,60 a 64 años,2010,72350,35982,36368
Tabasco,60 a 64 años,2020,84886,41416,43470
Tabasco,55 a 59 años,1990,29098,15182,13916
Tabasco,55 a 59 años,1995,36478,18626,17852
Tabasco,55 a 59 años,2000,56490,28725,27765
Tabasco,55 a 59 años,2005,74419,37257,37162
Tabasco,55 a 59 años,2010,95109,46912,48197
Tabasco,55 a 59 años,2020,106647,51906,54741
Tabasco,50 a 54 años,1990,37849,19474,18375
Tabasco,50 a 54 años,1995,46169,23567,22602
Tabasco,50 a 54 años,2000,76068,38312,37756
Tabasco,50 a 54 años,2005,94231,46877,47354
Tabasco,50 a 54 años,2010,116426,57375,59051
Tabasco,50 a 54 años,2020,130575,62842,67733
Tabasco,5 a 9 años,1990,216441,108915,107526
Tabasco,5 a 9 años,1995,224135,113280,110855
Tabasco,5 a 9 años,2000,213787,108402,105385
Tabasco,5 a 9 años,2005,204327,103987,100340
Tabasco,5 a 9 años,2010,223692,114194,109498
Tabasco,5 a 9 años,2020,224058,113706,110352
Tabasco,45 a 49 años,1990,48189,24496,23693
Tabasco,45 a 49 años,1995,61601,31405,30196
Tabasco,45 a 49 años,2000,97004,48328,48676
Tabasco,45 a 49 años,2005,116283,57310,58973
Tabasco,45 a 49 años,2010,136000,66024,69976
Tabasco,45 a 49 años,2020,147298,70224,77074
Tabasco,40 a 44 años,1990,57204,29056,28148
Tabasco,40 a 44 años,1995,79309,40278,39031
Tabasco,40 a 44 años,2000,127391,62556,64835
Tabasco,40 a 44 años,2005,139172,67085,72087
Tabasco,40 a 44 años,2010,164922,78148,86774
Tabasco,40 a 44 años,2020,167602,79123,88479
Tabasco,35 a 39 años,1990,84135,42114,42021
Tabasco,35 a 39 años,1995,110421,54958,55463
Tabasco,35 a 39 años,2000,137071,66120,70951
Tabasco,35 a 39 años,2005,152970,71854,81116
Tabasco,35 a 39 años,2010,174392,81829,92563
Tabasco,35 a 39 años,2020,179476,84231,95245
Tabasco,30 a 34 años,1990,96541,47742,48799
Tabasco,30 a 34 años,1995,123023,60444,62579
Tabasco,30 a 34 años,2000,159811,75114,84697
Tabasco,30 a 34 años,2005,166827,77246,89581
Tabasco,30 a 34 años,2010,185871,87169,98702
Tabasco,30 a 34 años,2020,181427,85667,95760
Tabasco,25 a 29 años,1990,121375,59055,62320
Tabasco,25 a 29 años,1995,143820,69173,74647
Tabasco,25 a 29 años,2000,187604,88414,99190
Tabasco,25 a 29 años,2005,188484,88521,99963
Tabasco,25 a 29 años,2010,206842,100048,106794
Tabasco,25 a 29 años,2020,180324,85425,94899
Tabasco,20 a 24 años,1990,144409,69672,74737
Tabasco,20 a 24 años,1995,180648,86928,93720
Tabasco,20 a 24 años,2000,212731,103712,109019
Tabasco,20 a 24 años,2005,210055,103853,106202
Tabasco,20 a 24 años,2010,224257,111911,112346
Tabasco,20 a 24 años,2020,188555,91925,96630
Tabasco,15 a 19 años,1990,176664,86746,89918
Tabasco,15 a 19 años,1995,207996,102227,105769
Tabasco,15 a 19 años,2000,228638,115487,113151
Tabasco,15 a 19 años,2005,222167,112052,110115
Tabasco,15 a 19 años,2010,220776,111804,108972
Tabasco,15 a 19 años,2020,208660,105289,103371
Tabasco,100 años y más,1990,612,250,362
Tabasco,100 años y más,1995,523,227,296
Tabasco,100 años y más,2000,1225,624,601
Tabasco,100 años y más,2005,1228,605,623
Tabasco,100 años y más,2010,1297,589,708
Tabasco,100 años y más,2020,461,184,277
Tabasco,10 a 14 años,1990,206256,103535,102721
Tabasco,10 a 14 años,1995,225955,114091,111864
Tabasco,10 a 14 años,2000,228831,115198,113633
Tabasco,10 a 14 años,2005,208905,105980,102925
Tabasco,10 a 14 años,2010,225061,114145,110916
Tabasco,10 a 14 años,2020,222698,113492,109206
Tabasco,0 a 4 años,1990,208115,104972,103143
Tabasco,0 a 4 años,1995,216423,109644,106779
Tabasco,0 a 4 años,2000,1891829,934515,957314
Tabasco,0 a 4 años,2005,1989969,977785,1012184
Tabasco,0 a 4 años,2010,2238603,1100758,1137845
Tabasco,0 a 4 años,2020,206877,104669,102208
Tamaulipas,No especificado,1990,18016,8866,9150
Tamaulipas,No especificado,1995,4079,1956,2123
Tamaulipas,No especificado,2000,429,179,250
Tamaulipas,No especificado,2005,429,162,267
Tamaulipas,No especificado,2010,408,169,239
Tamaulipas,No especificado,2020,5654,2820,2834
Tamaulipas,95 a 99 años,1990,806,324,482
Tamaulipas,95 a 99 años,1995,1220,561,659
Tamaulipas,95 a 99 años,2000,3307,1409,1898
Tamaulipas,95 a 99 años,2005,3287,1396,1891
Tamaulipas,95 a 99 años,2010,3852,1589,2263
Tamaulipas,95 a 99 años,2020,2287,912,1375
Tamaulipas,90 a 94 años,1990,2163,949,1214
Tamaulipas,90 a 94 años,1995,2914,1346,1568
Tamaulipas,90 a 94 años,2000,7883,3441,4442
Tamaulipas,90 a 94 años,2005,8759,3889,4870
Tamaulipas,90 a 94 años,2010,12078,5302,6776
Tamaulipas,90 a 94 años,2020,7113,2796,4317
Tamaulipas,85 a 89 años,1990,6873,3203,3670
Tamaulipas,85 a 89 años,1995,7576,3517,4059
Tamaulipas,85 a 89 años,2000,12307,5559,6748
Tamaulipas,85 a 89 años,2005,18581,8412,10169
Tamaulipas,85 a 89 años,2010,22387,10054,12333
Tamaulipas,85 a 89 años,2020,17930,7663,10267
Tamaulipas,80 a 84 años,1990,11754,5450,6304
Tamaulipas,80 a 84 años,1995,11705,5402,6303
Tamaulipas,80 a 84 años,2000,24953,12103,12850
Tamaulipas,80 a 84 años,2005,30697,14479,16218
Tamaulipas,80 a 84 años,2010,35422,16664,18758
Tamaulipas,80 a 84 años,2020,33702,14783,18919
Tamaulipas,75 a 79 años,1990,17318,8237,9081
Tamaulipas,75 a 79 años,1995,17911,8539,9372
Tamaulipas,75 a 79 años,2000,36696,17593,19103
Tamaulipas,75 a 79 años,2005,44260,21037,23223
Tamaulipas,75 a 79 años,2010,53619,25167,28452
Tamaulipas,75 a 79 años,2020,50993,23565,27428
Tamaulipas,70 a 74 años,1990,21998,10647,11351
Tamaulipas,70 a 74 años,1995,31519,15467,16052
Tamaulipas,70 a 74 años,2000,50474,24123,26351
Tamaulipas,70 a 74 años,2005,60579,28743,31836
Tamaulipas,70 a 74 años,2010,66138,31179,34959
Tamaulipas,70 a 74 años,2020,73616,33955,39661
Tamaulipas,65 a 69 años,1990,35940,17599,18341
Tamaulipas,65 a 69 años,1995,43449,21018,22431
Tamaulipas,65 a 69 años,2000,67945,32371,35574
Tamaulipas,65 a 69 años,2005,77434,36895,40539
Tamaulipas,65 a 69 años,2010,89766,42359,47407
Tamaulipas,65 a 69 años,2020,100333,47520,52813
Tamaulipas,60 a 64 años,1990,48780,23683,25097
Tamaulipas,60 a 64 años,1995,59763,29003,30760
Tamaulipas,60 a 64 años,2000,76894,37471,39423
Tamaulipas,60 a 64 años,2005,91480,43967,47513
Tamaulipas,60 a 64 años,2010,109317,53327,55990
Tamaulipas,60 a 64 años,2020,139900,66775,73125
Tamaulipas,55 a 59 años,1990,59066,29068,29998
Tamaulipas,55 a 59 años,1995,70066,34462,35604
Tamaulipas,55 a 59 años,2000,98820,47668,51152
Tamaulipas,55 a 59 años,2005,119530,58365,61165
Tamaulipas,55 a 59 años,2010,147748,71602,76146
Tamaulipas,55 a 59 años,2020,167744,81176,86568
Tamaulipas,50 a 54 años,1990,74561,36189,38372
Tamaulipas,50 a 54 años,1995,86224,42550,43674
Tamaulipas,50 a 54 años,2000,116567,56909,59658
Tamaulipas,50 a 54 años,2005,150775,73401,77374
Tamaulipas,50 a 54 años,2010,177182,86829,90353
Tamaulipas,50 a 54 años,2020,211394,102541,108853
Tamaulipas,5 a 9 años,1990,260284,132176,128108
Tamaulipas,5 a 9 años,1995,270441,138027,132414
Tamaulipas,5 a 9 años,2000,296314,151229,145085
Tamaulipas,5 a 9 años,2005,294740,149599,145141
Tamaulipas,5 a 9 años,2010,302937,154457,148480
Tamaulipas,5 a 9 años,2020,294344,149315,145029
Tamaulipas,45 a 49 años,1990,87714,43149,44565
Tamaulipas,45 a 49 años,1995,103927,50597,53330
Tamaulipas,45 a 49 años,2000,154690,75506,79184
Tamaulipas,45 a 49 años,2005,185155,90750,94405
Tamaulipas,45 a 49 años,2010,213736,104304,109432
Tamaulipas,45 a 49 años,2020,236202,115498,120704
Tamaulipas,40 a 44 años,1990,100806,48771,52035
Tamaulipas,40 a 44 años,1995,126389,62336,64053
Tamaulipas,40 a 44 años,2000,190906,93099,97807
Tamaulipas,40 a 44 años,2005,223045,108728,114317
Tamaulipas,40 a 44 años,2010,250586,122278,128308
Tamaulipas,40 a 44 años,2020,248637,120639,127998
Tamaulipas,35 a 39 años,1990,127147,61796,65351
Tamaulipas,35 a 39 años,1995,168254,82499,85755
Tamaulipas,35 a 39 años,2000,222680,108057,114623
Tamaulipas,35 a 39 años,2005,248444,120474,127970
Tamaulipas,35 a 39 años,2010,255313,124108,131205
Tamaulipas,35 a 39 años,2020,257220,125261,131959
Tamaulipas,30 a 34 años,1990,157309,76115,81194
Tamaulipas,30 a 34 años,1995,195075,95548,99527
Tamaulipas,30 a 34 años,2000,252514,122317,130197
